epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
290,9095.31,0.08843,39.6335,0.03942,0.12945,0.87856,0.99949,1,0.995,0.995,0,0,0,0,0.00952,40,0.00038,0.0272,0.0629,0.0071389,0.0071389,0.0071389
291,9126.23,0.08617,39.5671,0.04276,0.12828,0.88029,0.99949,1,0.995,0.995,0,0,0,0,0.01503,40,0.00013,0.03459,0.06233,0.007129,0.007129,0.007129
292,9157.15,0.08879,39.6415,0.03832,0.12962,0.88345,0.99947,1,0.995,0.995,0,0,0,0,0.00719,40,0.00013,0.03092,0.05884,0.0071191,0.0071191,0.0071191
293,9188,0.08815,39.5553,0.04139,0.12594,0.88435,0.99948,1,0.995,0.995,0,0,0,0,0.01121,40,0.00019,0.03384,0.06137,0.0071092,0.0071092,0.0071092
294,9218.81,0.08949,39.6819,0.03674,0.12826,0.87502,0.99949,1,0.995,0.995,0,0,0,0,0.01229,40,0.0002,0.03338,0.05667,0.0070993,0.0070993,0.0070993
295,9249.63,0.08715,39.7004,0.03768,0.12664,0.87934,1,1,0.995,0.995,0,0,0,0,0.012,40,0.00031,0.03698,0.06079,0.0070894,0.0070894,0.0070894
296,9280.46,0.08813,39.721,0.04146,0.12742,0.88673,1,1,0.995,0.995,0,0,0,0,0.01006,40,0.00034,0.04677,0.059,0.0070795,0.0070795,0.0070795
297,9311.38,0.08722,39.6379,0.03848,0.12617,0.88207,1,1,0.995,0.995,0,0,0,0,0.00906,40,0.00037,0.04554,0.0575,0.0070696,0.0070696,0.0070696
298,9342.2,0.086,39.6604,0.03885,0.12523,0.87795,1,1,0.995,0.995,0,0,0,0,0.00498,40,0.00043,0.01978,0.05567,0.0070597,0.0070597,0.0070597
299,9373,0.08848,39.6687,0.04057,0.1231,0.87764,1,1,0.995,0.995,0,0,0,0,0.01506,40,0.00042,0.03234,0.0615,0.0070498,0.0070498,0.0070498
300,9403.76,0.08672,39.5377,0.04207,0.12286,0.88355,1,1,0.995,0.995,0,0,0,0,0.02103,40,0.00072,0.02718,0.06818,0.0070399,0.0070399,0.0070399
301,9434.63,0.08627,39.4974,0.0368,0.12765,0.87406,1,1,0.995,0.995,0,0,0,0,0.00822,40,0.00077,0.02189,0.06044,0.00703,0.00703,0.00703
302,9465.4,0.08513,39.6293,0.03957,0.12357,0.87827,1,1,0.995,0.995,0,0,0,0,0.01278,39.999,0.00033,0.02318,0.05799,0.0070201,0.0070201,0.0070201
303,9496.16,0.08476,39.6425,0.04187,0.12184,0.88134,1,1,0.995,0.995,0,0,0,0,0.01496,40,0.00025,0.02622,0.06738,0.0070102,0.0070102,0.0070102
304,9526.91,0.08478,39.6734,0.03866,0.1215,0.88453,1,1,0.995,0.995,0,0,0,0,0.01886,40,0.00075,0.02476,0.065,0.0070003,0.0070003,0.0070003
305,9557.81,0.08436,39.7469,0.03689,0.11852,0.88419,1,1,0.995,0.995,0,0,0,0,0.00293,40,0.0006,0.01963,0.06001,0.0069904,0.0069904,0.0069904
306,9588.66,0.08623,39.6519,0.03641,0.12656,0.87951,0.99949,1,0.995,0.995,0,0,0,0,0.00762,40,0.00046,0.02082,0.05837,0.0069805,0.0069805,0.0069805
307,9619.47,0.08785,39.6948,0.03771,0.12765,0.88091,1,1,0.995,0.995,0,0,0,0,0.00885,40,0.00022,0.0253,0.06297,0.0069706,0.0069706,0.0069706
308,9650.26,0.08726,39.5227,0.03916,0.12845,0.88161,1,1,0.995,0.995,0,0,0,0,0.00795,40,0.00016,0.02648,0.06065,0.0069607,0.0069607,0.0069607
309,9681.08,0.08271,39.5934,0.04042,0.11949,0.87381,1,1,0.995,0.995,0,0,0,0,0.0053,40,0.00019,0.02251,0.05194,0.0069508,0.0069508,0.0069508
310,9711.87,0.08289,39.5674,0.04188,0.12212,0.87228,1,1,0.995,0.995,0,0,0,0,0.01257,40,0.00044,0.04688,0.0534,0.0069409,0.0069409,0.0069409
311,9742.63,0.08259,39.6538,0.04128,0.12346,0.87449,1,1,0.995,0.995,0,0,0,0,0.01053,40,0.00034,0.06817,0.05313,0.006931,0.006931,0.006931
312,9773.36,0.08426,39.6804,0.03863,0.12305,0.87291,1,1,0.995,0.995,0,0,0,0,0.0061,40,0.00028,0.03938,0.0559,0.0069211,0.0069211,0.0069211
313,9804.2,0.08594,39.6724,0.03526,0.12431,0.87679,1,1,0.995,0.995,0,0,0,0,0.01156,39.9947,0.00048,0.02835,0.0576,0.0069112,0.0069112,0.0069112
314,9835.06,0.08443,39.6891,0.03746,0.11735,0.87788,1,1,0.995,0.995,0,0,0,0,0.01718,40,0.00013,0.03324,0.06078,0.0069013,0.0069013,0.0069013
315,9865.91,0.08527,39.6579,0.03527,0.11729,0.87999,0.99949,1,0.995,0.995,0,0,0,0,0.01558,40,0.00017,0.0343,0.06016,0.0068914,0.0068914,0.0068914
316,9896.73,0.08346,39.7095,0.03709,0.11807,0.8815,1,1,0.995,0.995,0,0,0,0,0.01504,40,0.00015,0.03418,0.06237,0.0068815,0.0068815,0.0068815
317,9927.56,0.0821,39.7496,0.03646,0.12069,0.88203,1,1,0.995,0.995,0,0,0,0,0.02032,40,0.00042,0.03578,0.06245,0.0068716,0.0068716,0.0068716
318,9958.33,0.08412,39.5653,0.04015,0.12204,0.88078,1,1,0.995,0.995,0,0,0,0,0.00727,40,0.00215,0.02342,0.05922,0.0068617,0.0068617,0.0068617
319,9989.18,0.08415,39.5487,0.03552,0.11926,0.87827,1,1,0.995,0.995,0,0,0,0,0.00975,40,0.00097,0.02192,0.06193,0.0068518,0.0068518,0.0068518
320,10020,0.08399,39.8066,0.04011,0.12412,0.87968,1,1,0.995,0.995,0,0,0,0,0.01223,40,0.00087,0.02691,0.05758,0.0068419,0.0068419,0.0068419
321,10050.8,0.0844,39.6728,0.04023,0.1238,0.87611,1,1,0.995,0.995,0,0,0,0,0.01929,40,0.00014,0.03422,0.06223,0.006832,0.006832,0.006832
322,10081.6,0.08215,39.6245,0.03755,0.11821,0.8829,1,1,0.995,0.995,0,0,0,0,0.02351,40,0.00021,0.02722,0.06821,0.0068221,0.0068221,0.0068221
323,10112.4,0.08226,39.7114,0.03603,0.12375,0.87635,1,1,0.995,0.995,0,0,0,0,0.00798,40,0.00061,0.0255,0.06226,0.0068122,0.0068122,0.0068122
324,10143.1,0.08153,39.7242,0.03739,0.12322,0.87575,0.99949,1,0.995,0.995,0,0,0,0,0.00531,40,0.00015,0.02344,0.05901,0.0068023,0.0068023,0.0068023
325,10174,0.08656,39.4774,0.03443,0.12191,0.87633,1,1,0.995,0.995,0,0,0,0,0.0162,40,9e-05,0.02888,0.06422,0.0067924,0.0067924,0.0067924
326,10204.8,0.08326,39.6089,0.03699,0.1186,0.88097,1,1,0.995,0.995,0,0,0,0,0.01546,40,9e-05,0.02924,0.06383,0.0067825,0.0067825,0.0067825
327,10235.6,0.08216,39.4344,0.03317,0.12428,0.87719,1,1,0.995,0.995,0,0,0,0,0.02483,40,0.00065,0.02825,0.06325,0.0067726,0.0067726,0.0067726
328,10266.4,0.08385,39.4808,0.03509,0.12109,0.87651,1,1,0.995,0.995,0,0,0,0,0.01506,40,0.00019,0.02359,0.05899,0.0067627,0.0067627,0.0067627
329,10297.3,0.08371,39.6415,0.0395,0.11906,0.87198,1,1,0.995,0.995,0,0,0,0,0.00909,40,0.00025,0.02156,0.05715,0.0067528,0.0067528,0.0067528
330,10328,0.07849,39.612,0.04223,0.11635,0.8832,1,1,0.995,0.995,0,0,0,0,0.00565,40,0.00018,0.02055,0.0567,0.0067429,0.0067429,0.0067429
331,10358.8,0.08407,39.5147,0.03578,0.11766,0.87449,1,1,0.995,0.995,0,0,0,0,0.007,40,0.00032,0.02251,0.05942,0.006733,0.006733,0.006733
332,10389.5,0.08103,39.7668,0.03744,0.12054,0.88477,1,1,0.995,0.995,0,0,0,0,0.00885,40,0.00022,0.02213,0.06212,0.0067231,0.0067231,0.0067231
333,10420.3,0.08094,39.6544,0.03871,0.11845,0.87414,1,1,0.995,0.995,0,0,0,0,0.00458,40,0.0001,0.01828,0.06392,0.0067132,0.0067132,0.0067132
334,10451.2,0.08033,39.779,0.03722,0.11955,0.8794,1,1,0.995,0.995,0,0,0,0,0.00486,40,0.00024,0.0201,0.05947,0.0067033,0.0067033,0.0067033
335,10482,0.0813,39.6465,0.03391,0.11984,0.87958,1,1,0.995,0.995,0,0,0,0,0.00538,40,0.0002,0.0224,0.05581,0.0066934,0.0066934,0.0066934
336,10512.8,0.07798,39.6504,0.03397,0.11755,0.87931,1,1,0.995,0.995,0,0,0,0,0.0069,40,0.00011,0.02316,0.0556,0.0066835,0.0066835,0.0066835
337,10543.6,0.08237,39.724,0.03349,0.12206,0.87675,1,1,0.995,0.995,0,0,0,0,0.00246,40,4e-05,0.0196,0.05388,0.0066736,0.0066736,0.0066736
338,10574.4,0.08153,39.6273,0.03537,0.11714,0.87794,1,1,0.995,0.995,0,0,0,0,0.00888,40,8e-05,0.03071,0.06227,0.0066637,0.0066637,0.0066637
339,10605.2,0.07836,39.7097,0.03721,0.11405,0.87887,1,1,0.995,0.995,0,0,0,0,0.01148,40,0.00017,0.02629,0.06306,0.0066538,0.0066538,0.0066538
340,10636,0.07886,39.5991,0.03363,0.11837,0.87104,1,1,0.995,0.995,0,0,0,0,0.01381,40,0.0001,0.03152,0.06005,0.0066439,0.0066439,0.0066439
341,10666.9,0.07985,39.6255,0.03342,0.11442,0.8762,1,1,0.995,0.995,0,0,0,0,0.01202,40,0.00024,0.12102,0.06606,0.006634,0.006634,0.006634
342,10697.7,0.0818,39.6468,0.03815,0.11586,0.87571,1,1,0.995,0.995,0,0,0,0,0.01631,40,0.00026,0.04187,0.07387,0.0066241,0.0066241,0.0066241
343,10728.5,0.08153,39.5526,0.03499,0.11481,0.87702,1,1,0.995,0.995,0,0,0,0,0.01529,40,0.00014,0.03363,0.07286,0.0066142,0.0066142,0.0066142
344,10759.3,0.08017,39.5187,0.03575,0.11714,0.87891,1,1,0.995,0.995,0,0,0,0,0.01741,40,6e-05,0.10159,0.06521,0.0066043,0.0066043,0.0066043
345,10790.1,0.07954,39.5618,0.03418,0.12105,0.87645,1,1,0.995,0.995,0,0,0,0,0.014,40,6e-05,0.0561,0.06215,0.0065944,0.0065944,0.0065944
346,10821,0.07747,39.7084,0.03746,0.11447,0.87544,1,1,0.995,0.995,0,0,0,0,0.00797,40,9e-05,0.07656,0.06102,0.0065845,0.0065845,0.0065845
347,10851.8,0.081,39.5946,0.03384,0.12088,0.87326,1,1,0.995,0.995,0,0,0,0,0.00868,40,3e-05,0.02255,0.0597,0.0065746,0.0065746,0.0065746
348,10882.6,0.07899,39.5599,0.03618,0.117,0.87463,1,1,0.995,0.995,0,0,0,0,0.01094,40,5e-05,0.02954,0.0597,0.0065647,0.0065647,0.0065647
349,10913.5,0.08137,39.7586,0.03572,0.11639,0.88267,1,1,0.995,0.995,0,0,0,0,0.00873,40,0.0001,0.0258,0.05867,0.0065548,0.0065548,0.0065548
350,10944.4,0.07915,39.7349,0.03455,0.11776,0.87844,1,1,0.995,0.995,0,0,0,0,0.02103,40,0.00016,0.02661,0.06108,0.0065449,0.0065449,0.0065449
351,10975.4,0.0778,39.5695,0.03613,0.1131,0.87582,1,1,0.995,0.995,0,0,0,0,0.01515,40,0.00024,0.02707,0.06477,0.006535,0.006535,0.006535
352,11006.4,0.07707,39.7299,0.03386,0.11714,0.87854,1,1,0.995,0.995,0,0,0,0,0.01387,40,0.00023,0.02697,0.06208,0.0065251,0.0065251,0.0065251
353,11037.2,0.07383,39.7529,0.0404,0.11005,0.87632,1,1,0.995,0.995,0,0,0,0,0.0092,40,0.00032,0.02677,0.05766,0.0065152,0.0065152,0.0065152
354,11068.3,0.07628,39.8546,0.03502,0.11,0.87869,1,1,0.995,0.995,0,0,0,0,0.02168,40,0.0002,0.03015,0.06118,0.0065053,0.0065053,0.0065053
355,11099.2,0.07661,39.7176,0.03483,0.11441,0.8793,1,1,0.995,0.995,0,0,0,0,0.01551,40,0.00067,0.02414,0.06221,0.0064954,0.0064954,0.0064954
356,11130,0.07654,39.6428,0.03676,0.11148,0.87505,1,1,0.995,0.995,0,0,0,0,0.01354,40,0.00021,0.0254,0.06058,0.0064855,0.0064855,0.0064855
357,11160.8,0.07848,39.5793,0.03416,0.11618,0.87931,1,1,0.995,0.995,0,0,0,0,0.0199,40,0.00011,0.02295,0.06221,0.0064756,0.0064756,0.0064756
358,11191.5,0.07977,39.5896,0.03215,0.11711,0.87052,1,1,0.995,0.995,0,0,0,0,0.01996,40,0.0001,0.03826,0.06222,0.0064657,0.0064657,0.0064657
359,11222.4,0.07849,39.5754,0.03275,0.11713,0.87486,1,1,0.995,0.995,0,0,0,0,0.02149,40,0.00012,0.03142,0.05847,0.0064558,0.0064558,0.0064558
360,11253.1,0.07909,39.6753,0.03341,0.12254,0.87394,1,1,0.995,0.995,0,0,0,0,0.01714,40,5e-05,0.03703,0.05851,0.0064459,0.0064459,0.0064459
361,11283.9,0.07891,39.7081,0.03478,0.11348,0.87745,1,1,0.995,0.995,0,0,0,0,0.02022,40,0.00014,0.03421,0.06161,0.006436,0.006436,0.006436
362,11314.7,0.07643,39.6559,0.03234,0.1137,0.87844,1,1,0.995,0.995,0,0,0,0,0.01598,40,0.00014,0.02384,0.06247,0.0064261,0.0064261,0.0064261
363,11345.5,0.07924,39.5656,0.03304,0.11687,0.87769,1,1,0.995,0.995,0,0,0,0,0.01743,40,0.00013,0.02796,0.06741,0.0064162,0.0064162,0.0064162
364,11376.3,0.07497,39.5883,0.0341,0.11815,0.87633,1,1,0.995,0.995,0,0,0,0,0.0146,40,0.0002,0.02598,0.07114,0.0064063,0.0064063,0.0064063
365,11407.1,0.07708,39.6208,0.03426,0.1132,0.877,1,1,0.995,0.995,0,0,0,0,0.00825,40,0.00012,0.02107,0.0621,0.0063964,0.0063964,0.0063964
366,11437.9,0.07862,39.7073,0.03143,0.11444,0.87736,1,1,0.995,0.995,0,0,0,0,0.02104,40,0.00011,0.02665,0.06091,0.0063865,0.0063865,0.0063865
367,11468.7,0.07474,39.8008,0.03112,0.11085,0.87074,1,1,0.995,0.995,0,0,0,0,0.01629,40,0.00012,0.02546,0.05813,0.0063766,0.0063766,0.0063766
368,11499.4,0.07476,39.6431,0.03375,0.11346,0.8782,1,1,0.995,0.995,0,0,0,0,0.01747,40,9e-05,0.02644,0.06306,0.0063667,0.0063667,0.0063667
369,11530.2,0.07746,39.7342,0.03128,0.11508,0.86997,1,1,0.995,0.995,0,0,0,0,0.01165,40,0.00011,0.02218,0.06217,0.0063568,0.0063568,0.0063568
370,11561.1,0.07671,39.6954,0.03374,0.11327,0.87448,1,1,0.995,0.995,0,0,0,0,0.01573,40,0.00021,0.02285,0.06162,0.0063469,0.0063469,0.0063469
371,11591.9,0.07768,39.4855,0.03235,0.1159,0.87725,0.99949,1,0.995,0.995,0,0,0,0,0.01228,40,0.00033,0.02654,0.06146,0.006337,0.006337,0.006337
372,11622.6,0.0764,39.6412,0.03277,0.11743,0.87585,0.99949,1,0.995,0.995,0,0,0,0,0.01106,40,0.00018,0.02208,0.06113,0.0063271,0.0063271,0.0063271
373,11653.5,0.07554,39.7172,0.03388,0.10923,0.8756,1,1,0.995,0.995,0,0,0,0,0.00472,40,0.00018,0.02368,0.05645,0.0063172,0.0063172,0.0063172
374,11684.3,0.07474,39.7163,0.03493,0.11456,0.8765,1,1,0.995,0.995,0,0,0,0,0.0149,40,0.00023,0.03557,0.05538,0.0063073,0.0063073,0.0063073
375,11715.2,0.07703,39.6905,0.03581,0.11417,0.88069,1,1,0.995,0.995,0,0,0,0,0.01568,40,0.00045,0.0271,0.05493,0.0062974,0.0062974,0.0062974
376,11746.1,0.07792,39.6592,0.03255,0.11364,0.87494,1,1,0.995,0.995,0,0,0,0,0.01319,40,0.00077,0.02787,0.0536,0.0062875,0.0062875,0.0062875
377,11776.9,0.07828,39.3756,0.03464,0.1129,0.87487,1,1,0.995,0.995,0,0,0,0,0.00525,40,0.00044,0.0249,0.0536,0.0062776,0.0062776,0.0062776
378,11807.7,0.07814,39.6444,0.03185,0.11498,0.87734,1,1,0.995,0.995,0,0,0,0,0.01496,40,0.00042,0.12614,0.05759,0.0062677,0.0062677,0.0062677
379,11838.5,0.07833,39.6626,0.03204,0.11294,0.87839,1,1,0.995,0.995,0,0,0,0,0.01802,40,0.00063,0.0856,0.05768,0.0062578,0.0062578,0.0062578
380,11869.3,0.07739,39.7281,0.03297,0.11501,0.88614,1,1,0.995,0.995,0,0,0,0,0.01528,40,0.00028,0.02485,0.05206,0.0062479,0.0062479,0.0062479
381,11900.1,0.07661,39.6635,0.03416,0.11602,0.88122,1,1,0.995,0.995,0,0,0,0,0.02043,40,0.00016,0.02898,0.05313,0.006238,0.006238,0.006238
382,11930.9,0.07501,39.626,0.03194,0.11257,0.87228,1,1,0.995,0.995,0,0,0,0,0.01585,40,0.00019,0.02476,0.05186,0.0062281,0.0062281,0.0062281
383,11961.8,0.07491,39.7123,0.03174,0.11349,0.8714,1,1,0.995,0.995,0,0,0,0,0.00987,40,0.00023,0.02371,0.05259,0.0062182,0.0062182,0.0062182
384,11992.6,0.07684,39.6435,0.03109,0.11441,0.87651,1,1,0.995,0.995,0,0,0,0,0.01144,40,0.00012,0.01998,0.05424,0.0062083,0.0062083,0.0062083
385,12023.4,0.0748,39.5881,0.03239,0.11309,0.87544,1,1,0.995,0.995,0,0,0,0,0.01067,40,0.00013,0.02108,0.05254,0.0061984,0.0061984,0.0061984
386,12054.2,0.07581,39.5192,0.03185,0.11018,0.87447,1,1,0.995,0.995,0,0,0,0,0.01176,40,0.00017,0.0212,0.05208,0.0061885,0.0061885,0.0061885
387,12084.9,0.07377,39.7541,0.03417,0.1085,0.87859,1,1,0.995,0.995,0,0,0,0,0.00939,40,0.00015,0.02323,0.05253,0.0061786,0.0061786,0.0061786
388,12115.7,0.07267,39.5799,0.0353,0.11067,0.8771,1,1,0.995,0.995,0,0,0,0,0.00869,40,0.00023,0.01916,0.05305,0.0061687,0.0061687,0.0061687
389,12146.5,0.07622,39.5586,0.03466,0.11775,0.87572,1,1,0.995,0.995,0,0,0,0,0.0224,40,0.00038,0.0934,0.05994,0.0061588,0.0061588,0.0061588
390,12177.2,0.07435,39.6401,0.03303,0.11192,0.88266,1,1,0.995,0.995,0,0,0,0,0.00941,40,0.00029,0.03123,0.06211,0.0061489,0.0061489,0.0061489
391,12208,0.07362,39.6737,0.03343,0.11102,0.88177,1,1,0.995,0.995,0,0,0,0,0.00349,40,0.00019,0.02048,0.05754,0.006139,0.006139,0.006139
392,12238.9,0.07783,39.6314,0.03149,0.11117,0.87833,1,1,0.995,0.995,0,0,0,0,0.0079,40,0.00019,0.02661,0.0598,0.0061291,0.0061291,0.0061291
393,12269.7,0.07676,39.5766,0.03064,0.11235,0.87142,1,1,0.995,0.995,0,0,0,0,0.02191,40,0.00033,0.07097,0.06119,0.0061192,0.0061192,0.0061192
394,12300.5,0.07475,39.6622,0.03204,0.11146,0.87411,1,1,0.995,0.995,0,0,0,0,0.01874,40,0.00033,0.08469,0.05829,0.0061093,0.0061093,0.0061093
395,12331.3,0.0739,39.693,0.03013,0.11281,0.87901,1,1,0.995,0.995,0,0,0,0,0.01717,40,0.00056,0.05936,0.0541,0.0060994,0.0060994,0.0060994
396,12362.1,0.07425,39.7551,0.03105,0.11255,0.87279,1,1,0.995,0.995,0,0,0,0,0.00578,40,0.00046,0.01848,0.04971,0.0060895,0.0060895,0.0060895
397,12392.9,0.07247,39.6345,0.03526,0.10882,0.87861,1,1,0.995,0.995,0,0,0,0,0.00509,40,0.00036,0.01809,0.0504,0.0060796,0.0060796,0.0060796
398,12423.7,0.07339,39.6569,0.03216,0.11096,0.87527,1,1,0.995,0.995,0,0,0,0,0.01387,40,0.00033,0.0249,0.05386,0.0060697,0.0060697,0.0060697
399,12454.5,0.07097,39.6752,0.0324,0.11228,0.87221,1,1,0.995,0.995,0,0,0,0,0.00613,40,0.00017,0.01913,0.05273,0.0060598,0.0060598,0.0060598
400,12485.2,0.0731,39.6585,0.03217,0.11097,0.87611,1,1,0.995,0.995,0,0,0,0,0.00728,40,3e-05,0.0224,0.05199,0.0060499,0.0060499,0.0060499
401,12516,0.07381,39.6397,0.03047,0.10948,0.87694,1,1,0.995,0.995,0,0,0,0,0.01064,40,6e-05,0.03218,0.05583,0.00604,0.00604,0.00604
402,12546.9,0.07317,39.6815,0.03129,0.10807,0.87793,1,1,0.995,0.995,0,0,0,0,0.00741,40,0.00013,0.02101,0.05543,0.0060301,0.0060301,0.0060301
403,12577.7,0.07366,39.6457,0.03122,0.11004,0.87631,1,1,0.995,0.995,0,0,0,0,0.00458,40,0.0002,0.01757,0.05474,0.0060202,0.0060202,0.0060202
404,12608.5,0.07152,39.5214,0.03172,0.1071,0.87633,1,1,0.995,0.995,0,0,0,0,0.00708,40,0.00015,0.02078,0.05482,0.0060103,0.0060103,0.0060103
405,12639.3,0.07022,39.7032,0.03124,0.10697,0.87749,1,1,0.995,0.995,0,0,0,0,0.00989,40,8e-05,0.02337,0.05267,0.0060004,0.0060004,0.0060004
406,12670.2,0.07113,39.7675,0.03238,0.10877,0.87361,1,1,0.995,0.995,0,0,0,0,0.00415,40,0.00015,0.0172,0.05138,0.0059905,0.0059905,0.0059905
407,12701,0.0726,39.5152,0.03373,0.10895,0.87734,1,1,0.995,0.995,0,0,0,0,0.00482,40,0.00014,0.02005,0.05247,0.0059806,0.0059806,0.0059806
408,12731.7,0.07338,39.7243,0.02988,0.11575,0.87798,1,1,0.995,0.995,0,0,0,0,0.00463,40,0.00021,0.02038,0.05441,0.0059707,0.0059707,0.0059707
409,12762.5,0.07298,39.7749,0.02983,0.10727,0.8812,1,1,0.995,0.995,0,0,0,0,0.00606,40,0.00025,0.02148,0.05441,0.0059608,0.0059608,0.0059608
410,12793.3,0.07169,39.5566,0.028,0.10557,0.87583,1,1,0.995,0.995,0,0,0,0,0.0079,40,0.00012,0.02263,0.05326,0.0059509,0.0059509,0.0059509
411,12824.1,0.07103,39.6925,0.02938,0.10959,0.88063,1,1,0.995,0.995,0,0,0,0,0.00901,40,0.00013,0.02024,0.05312,0.005941,0.005941,0.005941
412,12855.1,0.07139,39.7436,0.02937,0.11237,0.87685,1,1,0.995,0.995,0,0,0,0,0.00769,40,0.0001,0.01967,0.05059,0.0059311,0.0059311,0.0059311
413,12886,0.07032,39.7036,0.03079,0.10463,0.87185,1,1,0.995,0.995,0,0,0,0,0.0103,40,6e-05,0.02293,0.05253,0.0059212,0.0059212,0.0059212
414,12916.9,0.07338,39.6883,0.0331,0.10937,0.87883,1,1,0.995,0.995,0,0,0,0,0.0085,40,8e-05,0.02052,0.05309,0.0059113,0.0059113,0.0059113
415,12947.8,0.06988,39.7548,0.0309,0.11213,0.87414,1,1,0.995,0.995,0,0,0,0,0.01105,40,4e-05,0.02352,0.05298,0.0059014,0.0059014,0.0059014
416,12978.8,0.07169,39.6861,0.03268,0.10975,0.8793,1,1,0.995,0.995,0,0,0,0,0.00521,40,4e-05,0.02109,0.05055,0.0058915,0.0058915,0.0058915
417,13009.7,0.0701,39.6264,0.03495,0.10287,0.87302,1,1,0.995,0.995,0,0,0,0,0.00795,40,4e-05,0.02497,0.04723,0.0058816,0.0058816,0.0058816
418,13040.6,0.07449,39.5455,0.0326,0.1135,0.88153,1,1,0.995,0.995,0,0,0,0,0.01459,40,4e-05,0.03622,0.04911,0.0058717,0.0058717,0.0058717
419,13071.5,0.07285,39.6341,0.03243,0.1066,0.87405,1,1,0.995,0.995,0,0,0,0,0.02164,40,8e-05,0.0305,0.05446,0.0058618,0.0058618,0.0058618
420,13102.4,0.0734,39.6566,0.0295,0.11322,0.87466,1,1,0.995,0.995,0,0,0,0,0.0181,40,9e-05,0.02606,0.05267,0.0058519,0.0058519,0.0058519
421,13133.3,0.07312,39.5914,0.03532,0.1123,0.87728,1,1,0.995,0.995,0,0,0,0,0.01072,40,8e-05,0.02207,0.05119,0.005842,0.005842,0.005842
422,13164.2,0.0668,39.7637,0.03272,0.10796,0.88081,1,1,0.995,0.995,0,0,0,0,0.00811,40,8e-05,0.02056,0.05114,0.0058321,0.0058321,0.0058321
423,13195.2,0.07013,39.6605,0.03084,0.10652,0.87323,1,1,0.995,0.995,0,0,0,0,0.00846,40,0.0001,0.02123,0.05206,0.0058222,0.0058222,0.0058222
424,13226.1,0.06801,39.6266,0.02865,0.10599,0.87287,1,1,0.995,0.995,0,0,0,0,0.0079,40,0.00012,0.02064,0.05542,0.0058123,0.0058123,0.0058123
425,13257,0.07115,39.7329,0.02957,0.10544,0.87091,1,1,0.995,0.995,0,0,0,0,0.013,40,0.00023,0.02454,0.05816,0.0058024,0.0058024,0.0058024
426,13287.9,0.07114,39.69,0.02917,0.10976,0.88174,1,1,0.995,0.995,0,0,0,0,0.00816,40,0.00014,0.02035,0.05644,0.0057925,0.0057925,0.0057925
427,13318.8,0.07001,39.7113,0.02914,0.10741,0.88248,1,1,0.995,0.995,0,0,0,0,0.00477,40,0.0001,0.01795,0.05247,0.0057826,0.0057826,0.0057826
428,13349.7,0.07187,39.5798,0.03015,0.11136,0.87478,1,1,0.995,0.995,0,0,0,0,0.00757,40,0.00011,0.0202,0.05133,0.0057727,0.0057727,0.0057727
429,13380.6,0.07129,39.7281,0.02892,0.10574,0.87205,1,1,0.995,0.995,0,0,0,0,0.00568,40,0.0001,0.01901,0.05,0.0057628,0.0057628,0.0057628
430,13411.5,0.07088,39.7165,0.02778,0.1087,0.87083,1,1,0.995,0.995,0,0,0,0,0.00522,40,8e-05,0.01952,0.05017,0.0057529,0.0057529,0.0057529
431,13442.4,0.07006,39.5667,0.02694,0.10638,0.8813,1,1,0.995,0.995,0,0,0,0,0.00663,40,8e-05,0.01915,0.05056,0.005743,0.005743,0.005743
432,13473.3,0.06739,39.761,0.03459,0.104,0.87449,1,1,0.995,0.995,0,0,0,0,0.00419,40,8e-05,0.01722,0.05005,0.0057331,0.0057331,0.0057331
433,13504.2,0.07025,39.7537,0.03424,0.10328,0.87814,1,1,0.995,0.995,0,0,0,0,0.00495,40,6e-05,0.01822,0.0498,0.0057232,0.0057232,0.0057232
434,13535.1,0.06925,39.6499,0.03194,0.1059,0.8737,1,1,0.995,0.995,0,0,0,0,0.00628,40,6e-05,0.019,0.05108,0.0057133,0.0057133,0.0057133
435,13566,0.07055,39.5277,0.02952,0.10789,0.87344,1,1,0.995,0.995,0,0,0,0,0.00936,40,9e-05,0.02201,0.05215,0.0057034,0.0057034,0.0057034
436,13597,0.06798,39.6597,0.02986,0.10695,0.8718,1,1,0.995,0.995,0,0,0,0,0.01228,40,0.00012,0.02902,0.05287,0.0056935,0.0056935,0.0056935
437,13628,0.07003,39.5049,0.02827,0.10785,0.87469,1,1,0.995,0.995,0,0,0,0,0.01374,40,0.00013,0.03002,0.05268,0.0056836,0.0056836,0.0056836
438,13658.9,0.06898,39.6013,0.02933,0.10667,0.87334,0.99949,1,0.995,0.995,0,0,0,0,0.01945,40,0.00018,0.03124,0.05346,0.0056737,0.0056737,0.0056737
439,13689.8,0.06889,39.5743,0.03042,0.10482,0.87702,0.99949,1,0.995,0.995,0,0,0,0,0.01731,40,0.00019,0.02896,0.05572,0.0056638,0.0056638,0.0056638
